date,product_id,type,attr,from,to
2024-02-05,459,new,farah_product_id,6645581414499,
2024-02-05,460,new,farah_product_id,6618971963491,
2024-02-05,416,reactivated,end_date,2024-01-31,
2024-02-05,416,change,farah_published_date,2023-06-29,2024-02-02
2024-02-05,461,new,farah_product_id,6903271915619,
2024-02-05,451,reactivated,end_date,2024-02-03,
2024-02-05,462,new,farah_product_id,6903272407139,
2024-02-05,463,new,farah_product_id,6954742775907,
2024-02-05,464,new,farah_product_id,6954743660643,
2024-02-05,465,new,farah_product_id,6912281935971,
2024-02-05,418,reactivated,end_date,2024-01-31,
2024-02-05,466,new,farah_product_id,6750957863011,
2024-02-05,467,new,farah_product_id,6852242243683,
2024-02-05,459,new-price,price,,40.00
2024-02-05,460,new-price,price,,55.00
2024-02-05,416,new-price,price,,38.50
2024-02-05,461,new-price,price,,30.00
2024-02-05,462,new-price,price,,25.00
2024-02-05,463,new-price,price,,60.00
2024-02-05,464,new-price,price,,37.50
2024-02-05,465,new-price,price,,14.99
2024-02-05,466,new-price,price,,30.00
2024-02-05,467,new-price,price,,88.00
