date,product_id,type,attr,from,to
2024-03-22,302,change,description,"The Farah Brewer Oxford shirt is an essential, modern menswear classic. Constructed in an Oxford-weave and made from 100% organic cotton, the long sleeve, slim-fit design details a traditional button-down collar with our signature gold Farah logo at the left chest. Available in 11 core plus seasonal colours. 100% Organic Cotton Slim Fit Long Sleeve Button Down Front Button Cuffs Oxford Weave Curved Hem Embroidered Golf F Branding Model Is 6'2"" And Wears Size Medium Machine Wash According To Instructions On Care Label Shop The Organic Collection Here Shop The Tall Collection Here Show Less ","The Farah Brewer Oxford shirt is an essential, modern menswear classic. Constructed in an Oxford-weave and made from 100% organic cotton, the long sleeve, slim-fit design details a traditional button-down collar with our signature gold Farah logo at the left chest. Available in 11 core plus seasonal colours. 100% Organic Cotton Slim Fit Long Sleeve Button Down Front Button Cuffs Oxford Weave Curved Hem Embroidered Golf F Branding Model Is 6'2"" And Wears Size Medium Machine Wash Shop The Organic Collection Here Shop The Tall Collection Here Show Less "
2024-03-22,472,change,description," The Danny Regular Fit Organic Cotton T-Shirt offers a comfortable and sustainable option. Made from 100% organic cotton, this t-shirt is soft and breathable. The short sleeves are perfect for warmer weather, and the embroidered Farah logo adds our iconic touch . 100% Organic Cotton Regular Fit Short Sleeve Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," The Danny Regular Fit Organic Cotton T-Shirt offers a comfortable and sustainable option. Made from 100% organic cotton, this t-shirt is soft and breathable. The short sleeves are perfect for warmer weather, and the embroidered Farah logo adds our iconic touch . 100% Organic Cotton Regular Fit Short Sleeve Embroidered Farah Logo Machine Wash "
2024-03-22,306,change,description,"The Farah Brewer Oxford shirt is an essential, modern menswear classic. Constructed in an Oxford-weave and made from 100% organic cotton, the long sleeve, slim-fit design details a traditional button-down collar with our signature gold Farah logo at the left chest. Available in 11 core plus seasonal colours. 100% Organic Cotton Slim Fit Long Sleeve Button Down Front Button Cuffs Oxford Weave Curved Hem Embroidered Golf F Branding Model Is 6'2"" And Wears Size Medium Machine Wash According To Instructions On Care Label Shop The Organic Collection Here Show Less ","The Farah Brewer Oxford shirt is an essential, modern menswear classic. Constructed in an Oxford-weave and made from 100% organic cotton, the long sleeve, slim-fit design details a traditional button-down collar with our signature gold Farah logo at the left chest. Available in 11 core plus seasonal colours. 100% Organic Cotton Slim Fit Long Sleeve Button Down Front Button Cuffs Oxford Weave Curved Hem Embroidered Golf F Branding Model Is 6'2"" And Wears Size Medium Machine Wash Shop The Organic Collection Here Show Less "
2024-03-22,471,change,description," The Danny Regular Fit Organic Cotton T-Shirt offers a comfortable and sustainable option. Made from 100% organic cotton, this t-shirt is soft and breathable. The short sleeves are perfect for warmer weather, and the embroidered Farah logo adds our iconic touch . 100% Organic Cotton Regular Fit Short Sleeve Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," The Danny Regular Fit Organic Cotton T-Shirt offers a comfortable and sustainable option. Made from 100% organic cotton, this t-shirt is soft and breathable. The short sleeves are perfect for warmer weather, and the embroidered Farah logo adds our iconic touch . 100% Organic Cotton Regular Fit Short Sleeve Embroidered Farah Logo Machine Wash "
2024-03-22,482,change,description," Made with 100% organic cotton, the Oakland Regular Fit Bretton Stripe T-Shirt in Rich Indigo offers both comfort and sustainability. Featuring a ribbed collar and iconic embroidered Farah logo, this short sleeve shirt is a versatile addition to any wardrobe. 100% Organic Cotton Regular Fit Short Sleeve Ribbed Collar Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," Made with 100% organic cotton, the Oakland Regular Fit Bretton Stripe T-Shirt in Rich Indigo offers both comfort and sustainability. Featuring a ribbed collar and iconic embroidered Farah logo, this short sleeve shirt is a versatile addition to any wardrobe. 100% Organic Cotton Regular Fit Short Sleeve Ribbed Collar Embroidered Farah Logo Machine Wash "
2024-03-22,435,change,description," The Denny Button-Through Waffle Polo Shirt is designed in a regular fit using a waffle knit fabric, made from a blend of cotton and elastane for added comfort and flexibility. 97% Cotton / 3% Elastane Regular Fit Short Sleeve Waffle Knit Fabric Button Down Front Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," The Denny Button-Through Waffle Polo Shirt is designed in a regular fit using a waffle knit fabric, made from a blend of cotton and elastane for added comfort and flexibility. 97% Cotton / 3% Elastane Regular Fit Short Sleeve Waffle Knit Fabric Button Down Front Embroidered Farah Logo Machine Wash "
2024-03-22,75,change,description," Made from 100% organic cotton, this Harrington style jacket offers a comfortable and sustainable choice for your wardrobe. Plus, its regular fit and full zip design make it easy to style and wear. With the iconic embroidered Farah logo, you'll be making a fashion statement while supporting eco-friendly practices. 100% Organic Cotton Regular Fit Long Sleeve Full Zip Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," Made from 100% organic cotton, this Harrington style jacket offers a comfortable and sustainable choice for your wardrobe. Plus, its regular fit and full zip design make it easy to style and wear. With the iconic embroidered Farah logo, you'll be making a fashion statement while supporting eco-friendly practices. 100% Organic Cotton Regular Fit Long Sleeve Full Zip Embroidered Farah Logo Machine Wash "
2024-03-22,507,change,description, 100% Organic Cotton Slim Fit Long Sleeve Oxford Weave Fabric Button Down Collar Button Down Front Button Cuffs Embroidered Farah Logo Machine Wash According To Instructions On Care Label , 100% Organic Cotton Slim Fit Long Sleeve Oxford Weave Fabric Button Down Collar Button Down Front Button Cuffs Embroidered Farah Logo Machine Wash 
2024-03-22,81,change,description,"The Farah Brewer Oxford shirt is an essential, modern menswear classic. Constructed in an Oxford-weave and made from 100% organic cotton, the long sleeve, slim-fit design details a traditional button-down collar with our signature gold Farah logo at the left chest. Available in 11 core plus seasonal colours. 100% Organic Cotton Slim Fit Long Sleeve Button Down Front Button Cuffs Oxford Weave Curved Hem Embroidered Golf F Branding Model Is 6'2"" And Wears Size Medium Machine Wash According To Instructions On Care Label Shop The Organic Collection Here Show Less ","The Farah Brewer Oxford shirt is an essential, modern menswear classic. Constructed in an Oxford-weave and made from 100% organic cotton, the long sleeve, slim-fit design details a traditional button-down collar with our signature gold Farah logo at the left chest. Available in 11 core plus seasonal colours. 100% Organic Cotton Slim Fit Long Sleeve Button Down Front Button Cuffs Oxford Weave Curved Hem Embroidered Golf F Branding Model Is 6'2"" And Wears Size Medium Machine Wash Shop The Organic Collection Here Show Less "
2024-03-22,431,change,description," Made from 100% organic cotton, the Tim Crew Neck Sweatshirt blends style and sustainability. The slim fit design offers a sleek silhouette, while the ribbed neck, cuffs, and hem provide a comfortable and classic fit. 100% Organic Cotton Slim Fit Crew Neck Ribbed Neck, Cuffs And Hem Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," Made from 100% organic cotton, the Tim Crew Neck Sweatshirt blends style and sustainability. The slim fit design offers a sleek silhouette, while the ribbed neck, cuffs, and hem provide a comfortable and classic fit. 100% Organic Cotton Slim Fit Crew Neck Ribbed Neck, Cuffs And Hem Embroidered Farah Logo Machine Wash "
2024-03-22,439,change,description," Crafted from 100% organic cotton, the Edwards Crew Neck Jumper in True Navy offers a regular fit and ribbed details for ultimate comfort and style. With a textured fabrication, this sweatshirt is both durable and soft to the touch. 100% Organic Cotton Regular Fit Crew Neck Ribbed Neck, Cuffs And Hem Textured Fabrication Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," Crafted from 100% organic cotton, the Edwards Crew Neck Jumper in True Navy offers a regular fit and ribbed details for ultimate comfort and style. With a textured fabrication, this sweatshirt is both durable and soft to the touch. 100% Organic Cotton Regular Fit Crew Neck Ribbed Neck, Cuffs And Hem Textured Fabrication Embroidered Farah Logo Machine Wash "
2024-03-22,470,change,description," The Danny Regular Fit Organic Cotton T-Shirt offers a comfortable and sustainable option. Made from 100% organic cotton, this t-shirt is soft and breathable. The short sleeves are perfect for warmer weather, and the embroidered Farah logo adds our iconic touch . 100% Organic Cotton Regular Fit Short Sleeve Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," The Danny Regular Fit Organic Cotton T-Shirt offers a comfortable and sustainable option. Made from 100% organic cotton, this t-shirt is soft and breathable. The short sleeves are perfect for warmer weather, and the embroidered Farah logo adds our iconic touch . 100% Organic Cotton Regular Fit Short Sleeve Embroidered Farah Logo Machine Wash "
2024-03-22,469,change,description," The Danny Regular Fit Organic Cotton T-Shirt offers a comfortable and sustainable option. Made from 100% organic cotton, this t-shirt is soft and breathable. The short sleeves are perfect for warmer weather, and the embroidered Farah logo adds our iconic touch. 100% Organic Cotton Regular Fit Short Sleeve Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," The Danny Regular Fit Organic Cotton T-Shirt offers a comfortable and sustainable option. Made from 100% organic cotton, this t-shirt is soft and breathable. The short sleeves are perfect for warmer weather, and the embroidered Farah logo adds our iconic touch. 100% Organic Cotton Regular Fit Short Sleeve Embroidered Farah Logo Machine Wash "
2024-03-22,441,change,description," The Mullen Cotton Crew Neck Jumper is made from 100% organic cotton, providing a slim fit and comfortable wear. The ribbed neck, cuffs, and hem offer a classic yet practical design, making it a versatile and eco-conscious addition to any wardrobe. 100% Organic Cotton Slim Fit Crew Neck Ribbed Neck, Cuffs And Hem Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," The Mullen Cotton Crew Neck Jumper is made from 100% organic cotton, providing a slim fit and comfortable wear. The ribbed neck, cuffs, and hem offer a classic yet practical design, making it a versatile and eco-conscious addition to any wardrobe. 100% Organic Cotton Slim Fit Crew Neck Ribbed Neck, Cuffs And Hem Embroidered Farah Logo Machine Wash "
2024-03-22,560,change,description," Expertly crafted from 100% recycled polyester, the Colbert Seersucker Stripe Swim Shorts offer both style and sustainability. The regular fit and drawstring fastening ensure a comfortable and secure fit, while the seersucker fabric and bold stripe print add a touch of texture to your beach or poolside look. With two side pockets and a back pocket, these swim shorts also provide convenience for all your essentials. 100% Recycled Polyester Regular Fit Drawstring Fastening Seersucker Fabrication Stripe Print Two Side Pockets Back Pocket Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," Expertly crafted from 100% recycled polyester, the Colbert Seersucker Stripe Swim Shorts offer both style and sustainability. The regular fit and drawstring fastening ensure a comfortable and secure fit, while the seersucker fabric and bold stripe print add a touch of texture to your beach or poolside look. With two side pockets and a back pocket, these swim shorts also provide convenience for all your essentials. 100% Recycled Polyester Regular Fit Drawstring Fastening Seersucker Fabrication Stripe Print Two Side Pockets Back Pocket Embroidered Farah Logo Machine Wash "
2024-03-22,429,change,description," The Forster Textured Polo Shirt in Indigo offers a sleek, slim fit with its cotton and elastane blend fabric. Its short sleeves and waffle knit add texture , while the button down front gives a fashion-forward and functional look. Front: 97% Organic Cotton / 3% Elastane Back and Sleeves: 100% Organic Cotton Slim Fit Short Sleeve Waffle Knit Front Fabric Three Button Placket Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," The Forster Textured Polo Shirt in Indigo offers a sleek, slim fit with its cotton and elastane blend fabric. Its short sleeves and waffle knit add texture , while the button down front gives a fashion-forward and functional look. Front: 97% Organic Cotton / 3% Elastane Back and Sleeves: 100% Organic Cotton Slim Fit Short Sleeve Waffle Knit Front Fabric Three Button Placket Embroidered Farah Logo Machine Wash "
2024-03-22,443,change,description," Made from 100% organic cotton, the Tim Crew Neck Sweatshirt blends style and sustainability. The slim fit design offers a sleek silhouette, while the ribbed neck, cuffs, and hem provide a comfortable and classic fit. 100% Organic Cotton Slim Fit Crew Neck Ribbed Neck, Cuffs And Hem Embroidered Farah Logo Machine Wash According To Instructions On Care Label "," Made from 100% organic cotton, the Tim Crew Neck Sweatshirt blends style and sustainability. The slim fit design offers a sleek silhouette, while the ribbed neck, cuffs, and hem provide a comfortable and classic fit. 100% Organic Cotton Slim Fit Crew Neck Ribbed Neck, Cuffs And Hem Embroidered Farah Logo Machine Wash "
2024-03-22,51,change,description," 97% Organic Cotton / 3% Elastane Slim Fit Twill Fabrication Angled Side Pockets And 2 Buttoned Back Pockets Zip And Button Fastening Belt Loops Rear Farah Label Farah Tab On Waist Model Is 6'2"" And Wears Size 32/32 Machine Wash According To Instructions On Care Label Shop the Organic Collection Here Learn More About Our Trouser Fits Here "," 97% Organic Cotton / 3% Elastane Slim Fit Twill Fabrication Angled Side Pockets And 2 Buttoned Back Pockets Zip And Button Fastening Belt Loops Rear Farah Label Farah Tab On Waist Model Is 6'2"" And Wears Size 32/32 Machine Wash Shop the Organic Collection Here Learn More About Our Trouser Fits Here "
2024-03-22,490,change,description," Crafted in 100% cotton, the Farah Hawtin Twill in Fog is a tapered-fit trouser with a slightly cropped leg for a contemporary, loose look. Detailed with a zip and button fastening, and belt loops, the five-pocket trouser has our signature Farah logo patch on the waistband. 100% Cotton Tapered Fit Zip And Button Fastening Angled Side Pockets And 2 Welt Back Pockets Belt Loops Farah Tab On Back Waistband Machine Wash According To Instructions On Care Label "," Crafted in 100% cotton, the Farah Hawtin Twill in Fog is a tapered-fit trouser with a slightly cropped leg for a contemporary, loose look. Detailed with a zip and button fastening, and belt loops, the five-pocket trouser has our signature Farah logo patch on the waistband. 100% Cotton Tapered Fit Zip And Button Fastening Angled Side Pockets And 2 Welt Back Pockets Belt Loops Farah Tab On Back Waistband Machine Wash "
2024-03-22,442,change,description," The Moore Graphic Print T-Shirt in Black is made from 100% organic cotton for a comfortable wear. The relaxed fit and short sleeves offer ease of movement, while the printed Farah logo on the chest and graphic on the back with 'NICE &amp; RIPE', 'EASY PEASY' and 'TWICE AS NICE' printed text adds some personality. 100% Organic Cotton Relaxed Fit Short Sleeve Printed Farah Logo On Chest Printed Graphic On Back Machine Wash According To Instructions On Care Label "," The Moore Graphic Print T-Shirt in Black is made from 100% organic cotton for a comfortable wear. The relaxed fit and short sleeves offer ease of movement, while the printed Farah logo on the chest and graphic on the back with 'NICE &amp; RIPE', 'EASY PEASY' and 'TWICE AS NICE' printed text adds some personality. 100% Organic Cotton Relaxed Fit Short Sleeve Printed Farah Logo On Chest Printed Graphic On Back Machine Wash "
