date,product_id,type,attr,from,to
2025-09-23,1112,new,farah_product_id,15311069675907,
2025-09-23,1113,new,farah_product_id,15311069577603,
2025-09-23,1114,new,farah_product_id,15311069446531,
2025-09-23,1115,new,farah_product_id,15311070200195,
2025-09-23,1116,new,farah_product_id,15311070232963,
2025-09-23,1117,new,farah_product_id,15311070003587,
2025-09-23,1112,new-price,price,,75.00
2025-09-23,1113,new-price,price,,70.00
2025-09-23,1114,new-price,price,,75.00
2025-09-23,1115,new-price,price,,70.00
2025-09-23,1116,new-price,price,,70.00
2025-09-23,1117,new-price,price,,75.00
