date,product_id,type,attr,from,to
2024-01-22,1,change,product_type,,Coats
2024-01-22,2,new,farah_product_id,6858208378979,
2024-01-22,3,new,farah_product_id,6954744184931,
2024-01-22,4,new,farah_product_id,6736266362979,
2024-01-22,5,new,farah_product_id,6635082973283,
2024-01-22,6,new,farah_product_id,6736265904227,
2024-01-22,7,new,farah_product_id,6892460114019,
2024-01-22,8,new,farah_product_id,6892459917411,
2024-01-22,9,new,farah_product_id,6687585239139,
2024-01-22,10,new,farah_product_id,6903272079459,
2024-01-22,11,new,farah_product_id,6708975140963,
2024-01-22,12,new,farah_product_id,6736265871459,
2024-01-22,13,new,farah_product_id,6858208542819,
2024-01-22,14,new,farah_product_id,4776079655011,
2024-01-22,15,new,farah_product_id,4785802346595,
2024-01-22,16,new,farah_product_id,6795667669091,
2024-01-22,17,new,farah_product_id,6890869620835,
2024-01-22,18,new,farah_product_id,6903272112227,
2024-01-22,19,new,farah_product_id,6861622345827,
2024-01-22,20,new,farah_product_id,6903273357411,
2024-01-22,21,new,farah_product_id,6822732791907,
2024-01-22,22,new,farah_product_id,6903273160803,
2024-01-22,23,new,farah_product_id,6890869784675,
2024-01-22,24,new,farah_product_id,6729564782691,
2024-01-22,25,new,farah_product_id,4014506213475,
2024-01-22,26,new,farah_product_id,6822732595299,
2024-01-22,27,new,farah_product_id,6892459819107,
2024-01-22,28,new,farah_product_id,4026117914723,
2024-01-22,29,new,farah_product_id,6903273390179,
2024-01-22,30,new,farah_product_id,6903272570979,
2024-01-22,31,new,farah_product_id,6890513301603,
2024-01-22,32,new,farah_product_id,6674261114979,
2024-01-22,33,new,farah_product_id,6903272669283,
2024-01-22,34,new,farah_product_id,6674657017955,
2024-01-22,35,new,farah_product_id,6903273226339,
2024-01-22,36,new,farah_product_id,6554219839587,
2024-01-22,37,new,farah_product_id,6890869751907,
2024-01-22,38,new,farah_product_id,6795671634019,
2024-01-22,39,new,farah_product_id,6903273128035,
2024-01-22,40,new,farah_product_id,6822733807715,
2024-01-22,41,new,farah_product_id,4782560641123,
2024-01-22,42,new,farah_product_id,6892459982947,
2024-01-22,43,new,farah_product_id,4741148737635,
2024-01-22,44,new,farah_product_id,6890869719139,
2024-01-22,45,new,farah_product_id,6903273455715,
2024-01-22,46,new,farah_product_id,6903273193571,
2024-01-22,47,new,farah_product_id,6884518953059,
2024-01-22,48,new,farah_product_id,6822732562531,
2024-01-22,49,new,farah_product_id,4674118058083,
2024-01-22,50,new,farah_product_id,6795667505251,
2024-01-22,51,new,farah_product_id,4776078049379,
2024-01-22,52,new,farah_product_id,6954743693411,
2024-01-22,53,new,farah_product_id,6954743038051,
2024-01-22,54,new,farah_product_id,6912281247843,
2024-01-22,55,new,farah_product_id,4779911512163,
2024-01-22,56,new,farah_product_id,7113210527843,
2024-01-22,57,new,farah_product_id,6656581533795,
2024-01-22,58,new,farah_product_id,6822733709411,
2024-01-22,59,new,farah_product_id,7120063463523,
2024-01-22,60,new,farah_product_id,7120063496291,
2024-01-22,61,new,farah_product_id,6687582093411,
2024-01-22,62,new,farah_product_id,4785801986147,
2024-01-22,63,new,farah_product_id,4024652005475,
2024-01-22,64,new,farah_product_id,6539322785891,
2024-01-22,65,new,farah_product_id,6912281215075,
2024-01-22,66,new,farah_product_id,7058887114851,
2024-01-22,67,new,farah_product_id,7058887245923,
2024-01-22,68,new,farah_product_id,7058886885475,
2024-01-22,69,new,farah_product_id,7058886951011,
2024-01-22,70,new,farah_product_id,7058887016547,
2024-01-22,71,new,farah_product_id,7058887049315,
2024-01-22,72,new,farah_product_id,6687580487779,
2024-01-22,73,new,farah_product_id,6822732496995,
2024-01-22,74,new,farah_product_id,6954743267427,
2024-01-22,75,new,farah_product_id,7065693782115,
2024-01-22,76,new,farah_product_id,6954743988323,
2024-01-22,77,new,farah_product_id,6945819328611,
2024-01-22,78,new,farah_product_id,6954743922787,
2024-01-22,79,new,farah_product_id,7065693552739,
2024-01-22,80,new,farah_product_id,6903273554019,
