date,product_id,type,attr,from,to
2026-04-10,1225,change,description," Description Short Sleeve Full Length Button Closure Jacquard Stripe Design Twin Needle Finishing At The Hem Iconic Farah Tab Branding Fit Relaxed Fit Relaxed Fit. Designed With A Looser Fit For A Modern, Casual Style. Composition And Care 100% Organic Cotton Jacquard Fabrication For Added Texture And Style Machine Wash "," Description Short Sleeve Full Length Button Closure Jacquard Stripe Design Twin Needle Finishing At The Hem Iconic Farah Tab Branding Fit Relaxed Fit Designed With A Looser Fit For A Modern, Casual Style. Composition And Care 100% Organic Cotton Jacquard Fabrication For Added Texture And Style Machine Wash "
2026-04-10,978,reactivated,end_date,2025-10-28,
2026-04-10,978,change,farah_published_date,2025-04-22,2026-04-09
2026-04-10,970,reactivated,end_date,2025-11-26,
2026-04-10,970,change,farah_published_date,2025-04-22,2026-04-09
2026-04-10,1001,reactivated,end_date,2026-03-08,
2026-04-10,1001,change,farah_published_date,2025-08-11,2026-04-09
2026-04-10,1000,reactivated,end_date,2026-01-23,
2026-04-10,1000,change,farah_published_date,2026-01-16,2026-04-09
2026-04-10,1061,reactivated,end_date,2025-11-27,
2026-04-10,1061,change,farah_published_date,2025-08-19,2026-04-09
2026-04-10,996,reactivated,end_date,2026-03-30,
2026-04-10,996,change,farah_published_date,2025-08-11,2026-04-09
2026-04-10,1044,reactivated,end_date,2026-03-23,
2026-04-10,1044,change,farah_published_date,2025-08-13,2026-04-09
2026-04-10,1032,reactivated,end_date,2026-02-20,
2026-04-10,1032,change,farah_published_date,2025-08-12,2026-04-09
2026-04-10,1033,reactivated,end_date,2026-02-01,
2026-04-10,1033,change,farah_published_date,2025-08-12,2026-04-09
2026-04-10,1097,reactivated,end_date,2026-03-09,
2026-04-10,1097,change,farah_published_date,2025-08-27,2026-04-09
2026-04-10,1093,reactivated,end_date,2026-01-06,
2026-04-10,1093,change,farah_published_date,2025-12-19,2026-04-09
2026-04-10,312,reactivated,end_date,2025-12-01,
2026-04-10,312,change,farah_published_date,2025-10-08,2026-04-09
2026-04-10,916,reactivated,end_date,2026-03-29,
2026-04-10,916,change,farah_published_date,2025-01-22,2026-04-09
2026-04-10,957,reactivated,end_date,2025-05-16,
2026-04-10,957,change,rrp,,70
2026-04-10,957,change,farah_published_date,2025-03-18,2026-04-09
2026-04-10,965,reactivated,end_date,2025-12-02,
2026-04-10,965,change,farah_published_date,2025-04-22,2026-04-09
2026-04-10,1024,reactivated,end_date,2025-12-01,
2026-04-10,1024,change,farah_published_date,2025-08-12,2026-04-09
2026-04-10,836,reactivated,end_date,2025-04-10,
2026-04-10,836,change,farah_published_date,2024-12-04,2026-04-09
2026-04-10,978,new-price,price,39.00,26.00
2026-04-10,970,new-price,price,39.00,26.00
2026-04-10,1001,new-price,price,38.50,27.50
2026-04-10,1000,new-price,price,35.00,20.00
2026-04-10,1061,new-price,price,49.00,35.00
2026-04-10,996,new-price,price,25.00,20.00
2026-04-10,1044,new-price,price,56.00,32.00
2026-04-10,1032,new-price,price,60.00,40.00
2026-04-10,1033,new-price,price,69.00,46.00
2026-04-10,1097,new-price,price,77.00,44.00
2026-04-10,1093,new-price,price,66.00,44.00
2026-04-10,957,new-price,price,70.00,35.00
2026-04-10,965,new-price,price,45.00,37.50
2026-04-10,1024,new-price,price,66.50,38.00
2026-04-10,836,new-price,price,42.00,16.00
